cevChassisN7Kc7009,512000
cisco12406,256000
cisco12410,256000
Cisco7206VXR,256000
Cisco7606s,256000
Cisco7609,256000
Cisco7609s,256000
ciscoACE30K9,10000
ciscoACE4710K9,10000
ciscoASR1001,1000000
ciscoASR9001,1000000
ciscoASR9006,1000000
ciscoASR9010,1000000
CiscoASR903,20000
ciscoCrs16SB,1000000
ciscoCRS8S,1000000
ciscoMe3800x24fsM,10000
CiscoMWR-2941-DC-A,1200
ciscoWSC6509ve,256000
IPDevice,1000
cat6509,256000
